freq (Hz),input noise; V / sqrt(Hz) dR 0  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 100  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 101  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 102  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 103  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 104  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 105  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 106  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 107  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 108  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 109  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 110  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 111  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 112  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 113  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 114  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 115  (V / sqrt(Hz))
10.0000E6,1.05481E-9,1.05480E-9,1.05480E-9,1.05479E-9,1.05479E-9,1.05478E-9,1.05478E-9,1.05477E-9,1.05477E-9,1.05477E-9,1.05476E-9,1.05476E-9,1.05476E-9,1.05476E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05474E-9,1.05474E-9,1.05474E-9,1.05474E-9,1.05474E-9,1.05474E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05475E-9,1.05476E-9,1.05476E-9,1.05476E-9,1.05477E-9,1.05477E-9,1.05477E-9,1.05478E-9,1.05478E-9,1.05479E-9,1.05479E-9,1.05479E-9,1.05480E-9,1.05480E-9,1.05481E-9,1.05482E-9,1.05482E-9,1.05483E-9,1.05483E-9,1.05484E-9,1.05485E-9,1.05486E-9,1.05486E-9,1.05487E-9,1.05488E-9,1.05489E-9,1.05489E-9,1.05490E-9,1.05491E-9,1.05492E-9,1.05493E-9,1.05494E-9,1.05495E-9,1.05496E-9,1.05497E-9,1.05498E-9,1.05499E-9,1.05500E-9,1.05501E-9,1.05502E-9,1.05504E-9,1.05505E-9,1.05506E-9,1.05507E-9,1.05508E-9,1.05510E-9,1.05511E-9,1.05512E-9,1.05514E-9,1.05515E-9,1.05516E-9,1.05518E-9,1.05519E-9,1.05521E-9,1.05522E-9,1.05524E-9,1.05525E-9,1.05527E-9,1.05528E-9,1.05530E-9,1.05531E-9,1.05533E-9,1.05535E-9,1.05536E-9,1.05538E-9,1.05540E-9,1.05541E-9,1.05543E-9,1.05545E-9,1.05547E-9,1.05549E-9,1.05550E-9,1.05552E-9,1.05554E-9,1.05556E-9,1.05558E-9,1.05560E-9,1.05562E-9,1.05564E-9,1.05566E-9,1.05568E-9,1.05570E-9,1.05572E-9,1.05574E-9
12.5893E6,1.05513E-9,1.05512E-9,1.05512E-9,1.05511E-9,1.05511E-9,1.05510E-9,1.05510E-9,1.05510E-9,1.05509E-9,1.05509E-9,1.05509E-9,1.05508E-9,1.05508E-9,1.05508E-9,1.05508E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05507E-9,1.05508E-9,1.05508E-9,1.05508E-9,1.05508E-9,1.05509E-9,1.05509E-9,1.05509E-9,1.05510E-9,1.05510E-9,1.05510E-9,1.05511E-9,1.05511E-9,1.05512E-9,1.05512E-9,1.05513E-9,1.05513E-9,1.05514E-9,1.05514E-9,1.05515E-9,1.05516E-9,1.05516E-9,1.05517E-9,1.05518E-9,1.05518E-9,1.05519E-9,1.05520E-9,1.05521E-9,1.05522E-9,1.05522E-9,1.05523E-9,1.05524E-9,1.05525E-9,1.05526E-9,1.05527E-9,1.05528E-9,1.05529E-9,1.05530E-9,1.05531E-9,1.05532E-9,1.05533E-9,1.05534E-9,1.05536E-9,1.05537E-9,1.05538E-9,1.05539E-9,1.05540E-9,1.05542E-9,1.05543E-9,1.05544E-9,1.05545E-9,1.05547E-9,1.05548E-9,1.05550E-9,1.05551E-9,1.05552E-9,1.05554E-9,1.05555E-9,1.05557E-9,1.05558E-9,1.05560E-9,1.05561E-9,1.05563E-9,1.05565E-9,1.05566E-9,1.05568E-9,1.05570E-9,1.05571E-9,1.05573E-9,1.05575E-9,1.05576E-9,1.05578E-9,1.05580E-9,1.05582E-9,1.05584E-9,1.05586E-9,1.05587E-9,1.05589E-9,1.05591E-9,1.05593E-9,1.05595E-9,1.05597E-9,1.05599E-9,1.05601E-9,1.05603E-9,1.05605E-9
15.8489E6,1.05564E-9,1.05563E-9,1.05563E-9,1.05562E-9,1.05562E-9,1.05561E-9,1.05561E-9,1.05560E-9,1.05560E-9,1.05560E-9,1.05559E-9,1.05559E-9,1.05559E-9,1.05559E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05558E-9,1.05559E-9,1.05559E-9,1.05559E-9,1.05559E-9,1.05560E-9,1.05560E-9,1.05560E-9,1.05561E-9,1.05561E-9,1.05561E-9,1.05562E-9,1.05562E-9,1.05563E-9,1.05563E-9,1.05564E-9,1.05564E-9,1.05565E-9,1.05565E-9,1.05566E-9,1.05567E-9,1.05567E-9,1.05568E-9,1.05569E-9,1.05569E-9,1.05570E-9,1.05571E-9,1.05572E-9,1.05573E-9,1.05573E-9,1.05574E-9,1.05575E-9,1.05576E-9,1.05577E-9,1.05578E-9,1.05579E-9,1.05580E-9,1.05581E-9,1.05582E-9,1.05583E-9,1.05584E-9,1.05585E-9,1.05586E-9,1.05588E-9,1.05589E-9,1.05590E-9,1.05591E-9,1.05593E-9,1.05594E-9,1.05595E-9,1.05596E-9,1.05598E-9,1.05599E-9,1.05600E-9,1.05602E-9,1.05603E-9,1.05605E-9,1.05606E-9,1.05608E-9,1.05609E-9,1.05611E-9,1.05612E-9,1.05614E-9,1.05615E-9,1.05617E-9,1.05619E-9,1.05620E-9,1.05622E-9,1.05624E-9,1.05625E-9,1.05627E-9,1.05629E-9,1.05631E-9,1.05633E-9,1.05634E-9,1.05636E-9,1.05638E-9,1.05640E-9,1.05642E-9,1.05644E-9,1.05646E-9,1.05648E-9,1.05650E-9,1.05652E-9,1.05654E-9,1.05656E-9
19.9526E6,1.05643E-9,1.05643E-9,1.05642E-9,1.05642E-9,1.05641E-9,1.05641E-9,1.05641E-9,1.05640E-9,1.05640E-9,1.05640E-9,1.05639E-9,1.05639E-9,1.05639E-9,1.05639E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05638E-9,1.05639E-9,1.05639E-9,1.05639E-9,1.05639E-9,1.05640E-9,1.05640E-9,1.05640E-9,1.05641E-9,1.05641E-9,1.05641E-9,1.05642E-9,1.05642E-9,1.05643E-9,1.05643E-9,1.05644E-9,1.05644E-9,1.05645E-9,1.05645E-9,1.05646E-9,1.05647E-9,1.05647E-9,1.05648E-9,1.05649E-9,1.05649E-9,1.05650E-9,1.05651E-9,1.05652E-9,1.05652E-9,1.05653E-9,1.05654E-9,1.05655E-9,1.05656E-9,1.05657E-9,1.05658E-9,1.05659E-9,1.05660E-9,1.05661E-9,1.05662E-9,1.05663E-9,1.05664E-9,1.05665E-9,1.05666E-9,1.05667E-9,1.05669E-9,1.05670E-9,1.05671E-9,1.05672E-9,1.05674E-9,1.05675E-9,1.05676E-9,1.05677E-9,1.05679E-9,1.05680E-9,1.05682E-9,1.05683E-9,1.05684E-9,1.05686E-9,1.05687E-9,1.05689E-9,1.05690E-9,1.05692E-9,1.05694E-9,1.05695E-9,1.05697E-9,1.05698E-9,1.05700E-9,1.05702E-9,1.05703E-9,1.05705E-9,1.05707E-9,1.05709E-9,1.05710E-9,1.05712E-9,1.05714E-9,1.05716E-9,1.05718E-9,1.05720E-9,1.05722E-9,1.05723E-9,1.05725E-9,1.05727E-9,1.05729E-9,1.05731E-9,1.05733E-9,1.05736E-9,1.05738E-9
25.1189E6,1.05768E-9,1.05768E-9,1.05767E-9,1.05767E-9,1.05766E-9,1.05766E-9,1.05765E-9,1.05765E-9,1.05765E-9,1.05764E-9,1.05764E-9,1.05764E-9,1.05764E-9,1.05764E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05763E-9,1.05764E-9,1.05764E-9,1.05764E-9,1.05764E-9,1.05765E-9,1.05765E-9,1.05765E-9,1.05766E-9,1.05766E-9,1.05766E-9,1.05767E-9,1.05767E-9,1.05768E-9,1.05768E-9,1.05769E-9,1.05769E-9,1.05770E-9,1.05770E-9,1.05771E-9,1.05772E-9,1.05772E-9,1.05773E-9,1.05774E-9,1.05774E-9,1.05775E-9,1.05776E-9,1.05777E-9,1.05778E-9,1.05778E-9,1.05779E-9,1.05780E-9,1.05781E-9,1.05782E-9,1.05783E-9,1.05784E-9,1.05785E-9,1.05786E-9,1.05787E-9,1.05788E-9,1.05789E-9,1.05790E-9,1.05791E-9,1.05793E-9,1.05794E-9,1.05795E-9,1.05796E-9,1.05798E-9,1.05799E-9,1.05800E-9,1.05801E-9,1.05803E-9,1.05804E-9,1.05806E-9,1.05807E-9,1.05808E-9,1.05810E-9,1.05811E-9,1.05813E-9,1.05814E-9,1.05816E-9,1.05817E-9,1.05819E-9,1.05821E-9,1.05822E-9,1.05824E-9,1.05826E-9,1.05827E-9,1.05829E-9,1.05831E-9,1.05833E-9,1.05834E-9,1.05836E-9,1.05838E-9,1.05840E-9,1.05842E-9,1.05844E-9,1.05846E-9,1.05847E-9,1.05849E-9,1.05851E-9,1.05853E-9,1.05855E-9,1.05857E-9,1.05860E-9,1.05862E-9,1.05864E-9,1.05866E-9,1.05868E-9
31.6228E6,1.05961E-9,1.05961E-9,1.05960E-9,1.05960E-9,1.05960E-9,1.05959E-9,1.05959E-9,1.05959E-9,1.05958E-9,1.05958E-9,1.05958E-9,1.05958E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05957E-9,1.05958E-9,1.05958E-9,1.05958E-9,1.05958E-9,1.05959E-9,1.05959E-9,1.05959E-9,1.05960E-9,1.05960E-9,1.05960E-9,1.05961E-9,1.05961E-9,1.05962E-9,1.05962E-9,1.05963E-9,1.05963E-9,1.05964E-9,1.05964E-9,1.05965E-9,1.05966E-9,1.05966E-9,1.05967E-9,1.05968E-9,1.05969E-9,1.05969E-9,1.05970E-9,1.05971E-9,1.05972E-9,1.05973E-9,1.05974E-9,1.05975E-9,1.05975E-9,1.05976E-9,1.05977E-9,1.05978E-9,1.05980E-9,1.05981E-9,1.05982E-9,1.05983E-9,1.05984E-9,1.05985E-9,1.05986E-9,1.05987E-9,1.05989E-9,1.05990E-9,1.05991E-9,1.05993E-9,1.05994E-9,1.05995E-9,1.05997E-9,1.05998E-9,1.05999E-9,1.06001E-9,1.06002E-9,1.06004E-9,1.06005E-9,1.06007E-9,1.06009E-9,1.06010E-9,1.06012E-9,1.06013E-9,1.06015E-9,1.06017E-9,1.06018E-9,1.06020E-9,1.06022E-9,1.06024E-9,1.06026E-9,1.06027E-9,1.06029E-9,1.06031E-9,1.06033E-9,1.06035E-9,1.06037E-9,1.06039E-9,1.06041E-9,1.06043E-9,1.06045E-9,1.06047E-9,1.06049E-9,1.06051E-9,1.06053E-9,1.06055E-9,1.06057E-9,1.06060E-9,1.06062E-9,1.06064E-9,1.06066E-9,1.06069E-9,1.06071E-9,1.06073E-9
39.8107E6,1.06258E-9,1.06257E-9,1.06257E-9,1.06256E-9,1.06256E-9,1.06256E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06254E-9,1.06254E-9,1.06254E-9,1.06254E-9,1.06254E-9,1.06254E-9,1.06254E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06255E-9,1.06256E-9,1.06256E-9,1.06256E-9,1.06257E-9,1.06257E-9,1.06257E-9,1.06258E-9,1.06258E-9,1.06259E-9,1.06259E-9,1.06260E-9,1.06261E-9,1.06261E-9,1.06262E-9,1.06262E-9,1.06263E-9,1.06264E-9,1.06265E-9,1.06265E-9,1.06266E-9,1.06267E-9,1.06268E-9,1.06269E-9,1.06270E-9,1.06271E-9,1.06271E-9,1.06272E-9,1.06273E-9,1.06275E-9,1.06276E-9,1.06277E-9,1.06278E-9,1.06279E-9,1.06280E-9,1.06281E-9,1.06283E-9,1.06284E-9,1.06285E-9,1.06286E-9,1.06288E-9,1.06289E-9,1.06290E-9,1.06292E-9,1.06293E-9,1.06295E-9,1.06296E-9,1.06298E-9,1.06299E-9,1.06301E-9,1.06302E-9,1.06304E-9,1.06306E-9,1.06307E-9,1.06309E-9,1.06311E-9,1.06313E-9,1.06314E-9,1.06316E-9,1.06318E-9,1.06320E-9,1.06322E-9,1.06324E-9,1.06326E-9,1.06327E-9,1.06329E-9,1.06331E-9,1.06333E-9,1.06336E-9,1.06338E-9,1.06340E-9,1.06342E-9,1.06344E-9,1.06346E-9,1.06348E-9,1.06351E-9,1.06353E-9,1.06355E-9,1.06357E-9,1.06360E-9,1.06362E-9,1.06364E-9,1.06367E-9,1.06369E-9,1.06372E-9,1.06374E-9,1.06377E-9,1.06379E-9,1.06382E-9,1.06384E-9,1.06387E-9,1.06389E-9
50.1187E6,1.06704E-9,1.06704E-9,1.06704E-9,1.06703E-9,1.06703E-9,1.06703E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06702E-9,1.06703E-9,1.06703E-9,1.06703E-9,1.06704E-9,1.06704E-9,1.06704E-9,1.06705E-9,1.06705E-9,1.06706E-9,1.06706E-9,1.06707E-9,1.06707E-9,1.06708E-9,1.06708E-9,1.06709E-9,1.06710E-9,1.06710E-9,1.06711E-9,1.06712E-9,1.06713E-9,1.06714E-9,1.06714E-9,1.06715E-9,1.06716E-9,1.06717E-9,1.06718E-9,1.06719E-9,1.06720E-9,1.06721E-9,1.06723E-9,1.06724E-9,1.06725E-9,1.06726E-9,1.06727E-9,1.06729E-9,1.06730E-9,1.06731E-9,1.06733E-9,1.06734E-9,1.06736E-9,1.06737E-9,1.06738E-9,1.06740E-9,1.06742E-9,1.06743E-9,1.06745E-9,1.06746E-9,1.06748E-9,1.06750E-9,1.06751E-9,1.06753E-9,1.06755E-9,1.06757E-9,1.06759E-9,1.06760E-9,1.06762E-9,1.06764E-9,1.06766E-9,1.06768E-9,1.06770E-9,1.06772E-9,1.06774E-9,1.06776E-9,1.06779E-9,1.06781E-9,1.06783E-9,1.06785E-9,1.06787E-9,1.06790E-9,1.06792E-9,1.06794E-9,1.06797E-9,1.06799E-9,1.06801E-9,1.06804E-9,1.06806E-9,1.06809E-9,1.06811E-9,1.06814E-9,1.06817E-9,1.06819E-9,1.06822E-9,1.06824E-9,1.06827E-9,1.06830E-9,1.06833E-9,1.06835E-9,1.06838E-9,1.06841E-9,1.06844E-9,1.06847E-9,1.06850E-9,1.06853E-9,1.06855E-9,1.06858E-9,1.06861E-9,1.06865E-9
63.0957E6,1.07363E-9,1.07362E-9,1.07362E-9,1.07362E-9,1.07362E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07361E-9,1.07362E-9,1.07362E-9,1.07362E-9,1.07362E-9,1.07363E-9,1.07363E-9,1.07364E-9,1.07364E-9,1.07365E-9,1.07365E-9,1.07366E-9,1.07366E-9,1.07367E-9,1.07368E-9,1.07368E-9,1.07369E-9,1.07370E-9,1.07371E-9,1.07372E-9,1.07373E-9,1.07374E-9,1.07375E-9,1.07376E-9,1.07377E-9,1.07378E-9,1.07379E-9,1.07380E-9,1.07381E-9,1.07383E-9,1.07384E-9,1.07385E-9,1.07386E-9,1.07388E-9,1.07389E-9,1.07391E-9,1.07392E-9,1.07394E-9,1.07395E-9,1.07397E-9,1.07398E-9,1.07400E-9,1.07402E-9,1.07404E-9,1.07405E-9,1.07407E-9,1.07409E-9,1.07411E-9,1.07413E-9,1.07415E-9,1.07417E-9,1.07419E-9,1.07421E-9,1.07423E-9,1.07425E-9,1.07427E-9,1.07429E-9,1.07431E-9,1.07434E-9,1.07436E-9,1.07438E-9,1.07440E-9,1.07443E-9,1.07445E-9,1.07448E-9,1.07450E-9,1.07453E-9,1.07455E-9,1.07458E-9,1.07460E-9,1.07463E-9,1.07466E-9,1.07468E-9,1.07471E-9,1.07474E-9,1.07477E-9,1.07479E-9,1.07482E-9,1.07485E-9,1.07488E-9,1.07491E-9,1.07494E-9,1.07497E-9,1.07500E-9,1.07503E-9,1.07506E-9,1.07509E-9,1.07512E-9,1.07516E-9,1.07519E-9,1.07522E-9,1.07525E-9,1.07529E-9,1.07532E-9,1.07536E-9,1.07539E-9,1.07542E-9,1.07546E-9,1.07549E-9,1.07553E-9,1.07556E-9
79.4328E6,1.08306E-9,1.08306E-9,1.08305E-9,1.08305E-9,1.08305E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08304E-9,1.08305E-9,1.08305E-9,1.08305E-9,1.08305E-9,1.08306E-9,1.08306E-9,1.08307E-9,1.08307E-9,1.08308E-9,1.08308E-9,1.08309E-9,1.08310E-9,1.08311E-9,1.08311E-9,1.08312E-9,1.08313E-9,1.08314E-9,1.08315E-9,1.08316E-9,1.08317E-9,1.08318E-9,1.08319E-9,1.08320E-9,1.08321E-9,1.08323E-9,1.08324E-9,1.08325E-9,1.08326E-9,1.08328E-9,1.08329E-9,1.08331E-9,1.08332E-9,1.08334E-9,1.08335E-9,1.08337E-9,1.08339E-9,1.08340E-9,1.08342E-9,1.08344E-9,1.08346E-9,1.08348E-9,1.08350E-9,1.08352E-9,1.08354E-9,1.08356E-9,1.08358E-9,1.08360E-9,1.08362E-9,1.08364E-9,1.08366E-9,1.08369E-9,1.08371E-9,1.08373E-9,1.08376E-9,1.08378E-9,1.08381E-9,1.08383E-9,1.08386E-9,1.08388E-9,1.08391E-9,1.08393E-9,1.08396E-9,1.08399E-9,1.08402E-9,1.08404E-9,1.08407E-9,1.08410E-9,1.08413E-9,1.08416E-9,1.08419E-9,1.08422E-9,1.08425E-9,1.08428E-9,1.08431E-9,1.08434E-9,1.08438E-9,1.08441E-9,1.08444E-9,1.08447E-9,1.08451E-9,1.08454E-9,1.08458E-9,1.08461E-9,1.08465E-9,1.08468E-9,1.08472E-9,1.08475E-9,1.08479E-9,1.08482E-9,1.08486E-9,1.08490E-9,1.08494E-9,1.08497E-9,1.08501E-9,1.08505E-9,1.08509E-9,1.08513E-9,1.08517E-9,1.08521E-9,1.08525E-9,1.08529E-9
